text,edge,slot,intent
is there a flight between san francisco and boston with a stopover at dallas fort worth,is there a flight between san francisco and boston with a stopover at dallas fort worth,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O O B-stoploc.city_name I-stoploc.city_name I-stoploc.city_name,atis_flight
okay can you tell me the earliest flight which leaves from philadelphia to dallas,okay can you tell me the earliest flight which leaves from philadelphia to dallas,O O O O O O B-flight_mod O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
please list all airline flights between denver and boston,please list all airline flights between denver and boston,O O O O O O B-fromloc.city_name O B-toloc.city_name,atis_airline
please list pm flights from boston pittsburgh,please list pm flights from boston pittsburgh,O O B-depart_time.period_of_day O O B-fromloc.city_name B-fromloc.city_name,atis_flight
information on flights from atlanta to washington dc departing on thursday before 9 am,information on flights from atlanta to washington dc departing on thursday before 9 am,O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O O B-depart_date.day_name B-depart_time.time_relative B-depart_time.time I-depart_time.time,atis_flight
show me the earliest flight from boston to denver,show me the earliest flight from boston to denver,O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name,atis_flight
do you have a flight from boston to san francisco with a stopover in fort worth dallas,do you have a flight from boston to san francisco with a stopover in fort worth dallas,O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O B-stoploc.city_name I-stoploc.city_name B-stoploc.city_name,atis_flight
show last flight from philadelphia to boston,show last flight from philadelphia to boston,O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name,atis_flight
what is ord,what is ord,O O B-airport_code,atis_abbreviation
how much does it cost to fly from boston to baltimore on a saturday,how much does it cost to fly from boston to baltimore on a saturday,O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name,atis_airfare
how many american airline flights leave denver june tenth,how many american airline flights leave denver june tenth,O O B-airline_name I-airline_name O O B-fromloc.city_name B-depart_date.month_name B-depart_date.day_number,atis_quantity
show me flights on monday from philadelphia to boston after 7 am,show me flights on monday from philadelphia to boston after 7 am,O O O O B-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time,atis_flight
i need flight information on thursday leaving pittsburgh and arriving in baltimore in the morning,i need flight information on thursday leaving pittsburgh and arriving in baltimore in the morning,O O O O O B-depart_date.day_name O B-fromloc.city_name O O O B-toloc.city_name O O B-arrive_time.period_of_day,atis_flight
hi could i get a one way ticket from milwaukee to orlando,hi could i get a one way ticket from milwaukee to orlando,O O O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name,atis_airfare
united airlines flights stopping in denver before noon,united airlines flights stopping in denver before noon,B-airline_name I-airline_name O O O B-stoploc.city_name B-depart_time.time_relative B-depart_time.time,atis_flight
show me the flights from washington dc to san francisco with a stopover in denver,show me the flights from washington dc to san francisco with a stopover in denver,O O O O O B-fromloc.city_name B-fromloc.state_code O B-toloc.city_name I-toloc.city_name O O O O B-stoploc.city_name,atis_flight
what does the airline code dl stand for,what does the airline code dl stand for,O O O O O B-airline_code O O,atis_airline
what flights do you have from burbank to tacoma washington,what flights do you have from burbank to tacoma washington,O O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_name,atis_flight
does midwest express have any flights,does midwest express have any flights,O B-airline_name O O O O,atis_flight
can you list flights departing from las vegas and arriving in san diego,can you list flights departing from las vegas and arriving in san diego,O O O O O O B-fromloc.city_name I-fromloc.city_name O O O B-toloc.city_name I-toloc.city_name,atis_flight
please list the prices for a rental car in pittsburgh,please list the prices for a rental car in pittsburgh,O O O O O O B-transport_type I-transport_type O B-city_name,atis_ground_fare
show me the dinner flights from baltimore to oakland,show me the dinner flights from baltimore to oakland,O O O B-meal_description O O B-fromloc.city_name O B-toloc.city_name,atis_flight
i'd like to fly from boston to fort worth,i'd like to fly from boston to fort worth,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
what ground transportation is available at baltimore,what ground transportation is available at baltimore,O O O O O O B-city_name,atis_ground_service
show me flights from san francisco to denver,show me flights from san francisco to denver,O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,atis_flight
list all flights from boston to oakland,list all flights from boston to oakland,O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
what flights from minneapolis to pittsburgh,what flights from minneapolis to pittsburgh,O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
what are the cheapest fares for flights from newark to la leaving wednesday after 3 pm,what are the cheapest fares for flights from newark to la leaving wednesday after 3 pm,O O O B-cost_relative O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.time_relative B-depart_time.time I-depart_time.time,atis_airfare
can you list all nonstop flights departing from st. petersburg and arriving in charlotte,can you list all nonstop flights departing from st. petersburg and arriving in charlotte,O O O O B-flight_stop O O O B-fromloc.city_name I-fromloc.city_name O O O B-toloc.city_name,atis_flight
what flights do you have today from san francisco to pittsburgh,what flights do you have today from san francisco to pittsburgh,O O O O O B-depart_date.today_relative O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,atis_flight
show me flights to philadelphia coming from baltimore or denver or pittsburgh,show me flights to philadelphia coming from baltimore or denver or pittsburgh,O O O O B-toloc.city_name O O B-fromloc.city_name B-or B-fromloc.city_name B-or B-fromloc.city_name,atis_flight
show me the flights from boston to san francisco leaving after 4 pm on friday,show me the flights from boston to san francisco leaving after 4 pm on friday,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time O B-depart_date.day_name,atis_flight
show me the flights from st. petersburg to salt lake city that arrive before noon,show me the flights from st. petersburg to salt lake city that arrive before noon,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name O O B-arrive_time.time_relative B-arrive_time.time,atis_flight
what are the afternoon flights from denver to san francisco,what are the afternoon flights from denver to san francisco,O O O B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
show all nonstop flights from boston to atlanta,show all nonstop flights from boston to atlanta,O O B-flight_stop O O B-fromloc.city_name O B-toloc.city_name,atis_flight
show me the nonstop flights from atlanta to oakland that leave in the afternoon and arrive between 430 pm and 630 pm,show me the nonstop flights from atlanta to oakland that leave in the afternoon and arrive between 430 pm and 630 pm,O O O B-flight_stop O O B-fromloc.city_name O B-toloc.city_name O O O O B-arrive_time.period_of_day O O O B-arrive_time.start_time I-arrive_time.start_time O B-arrive_time.end_time I-arrive_time.end_time,atis_flight
what's the cheapest flight from baltimore to dallas on american,what's the cheapest flight from baltimore to dallas on american,O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name O B-airline_name,atis_flight
what's the cheapest way to fly between atlanta and denver,what's the cheapest way to fly between atlanta and denver,O O B-cost_relative O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
flights from cleveland to miami,flights from cleveland to miami,O O B-fromloc.city_name O B-toloc.city_name,atis_flight
show me all flights from baltimore to san francisco,show me all flights from baltimore to san francisco,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
could you find me the cheapest fare from boston to san francisco,could you find me the cheapest fare from boston to san francisco,O O O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_airfare
i want a round trip fare from new york to san jose,i want a round trip fare from new york to san jose,O O O B-round_trip I-round_trip O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_airfare
show me flights from tampa to st. louis leaving before 10 am,show me flights from tampa to st. louis leaving before 10 am,O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time,atis_flight
